anio,mes,departamento,pais,producto,toneladas,precio
2017,Enero,Caldas,Italia,Café,103.18,346.58
2017,Enero,Huila,Italia,Café,21.00,77.99
2017,Enero,Quindío,Italia,Café,256.35,997.00
2017,Enero,Risaralda,Italia,Café,136.77,464.43
2017,Enero,Antioquia,Japón,Café,1729.67,6461.22
2017,Enero,Caldas,Japón,Café,594.02,2626.33
2017,Enero,Cauca,Japón,Café,256.26,1040.36
2017,Enero,Cundinamarca,Japón,Café,230.97,856.42
2017,Enero,Huila,Japón,Café,676.40,2587.55
2017,Enero,Nariño,Japón,Café,17.44,77.00
2017,Enero,Norte de Santander,Japón,Café,8.72,30.79
2017,Enero,Quindío,Japón,Café,308.18,1184.89
2017,Enero,Risaralda,Japón,Café,1758.40,6545.21
2017,Enero,Santander,Japón,Café,194.15,736.42
2017,Enero,Tolima,Japón,Café,127.50,556.12
2017,Enero,Valle del Cauca,Japón,Café,249.03,929.09
2017,Enero,Cauca,Otros,Café,38.46,140.63
2017,Enero,Caldas,México,Café,99.02,1003.42
2017,Enero,Quindío,México,Café,57.73,246.17
2017,Enero,Risaralda,México,Café,96.07,338.33
2017,Enero,Tolima,México,Café,21.71,104.07
2017,Enero,Antioquia,Noruega,Café,188.60,566.76
2017,Enero,Huila,Noruega,Café,461.53,1718.34
2017,Enero,Nariño,Noruega,Café,99.76,368.26
2017,Enero,Quindío,Noruega,Café,121.74,450.84
2017,Enero,Valle del Cauca,Noruega,Café,11.18,63.08
2017,Enero,Caldas,Nueva Zelandia,Café,19.21,72.89
2017,Enero,Cauca,Nueva Zelandia,Café,38.81,188.85
2017,Enero,Huila,Nueva Zelandia,Café,38.28,147.69
2017,Enero,Quindío,Nueva Zelandia,Café,19.27,79.05
2017,Enero,Risaralda,Nueva Zelandia,Café,19.27,72.86
2017,Enero,Tolima,Nueva Zelandia,Café,19.27,75.39
2017,Enero,Caldas,Países Bajos,Café,63.08,240.32
2017,Enero,Cauca,Países Bajos,Café,21.04,79.77
2017,Enero,Huila,Países Bajos,Café,204.54,735.67
2017,Enero,Nariño,Países Bajos,Café,19.12,69.25
2017,Enero,Quindío,Países Bajos,Café,19.20,65.85
2017,Enero,Valle del Cauca,Perú,Café,5.03,44.04
2017,Enero,Caldas,Polonia,Café,37.40,169.31
2017,Enero,Quindío,Polonia,Café,38.43,131.79
2017,Enero,Cauca,Portugal,Café,38.45,142.43
2017,Enero,Caldas,Reino Unido,Café,73.11,430.01
2017,Enero,Cauca,Reino Unido,Café,57.27,243.35
2017,Enero,Huila,Reino Unido,Café,96.84,353.74
2017,Enero,Risaralda,Reino Unido,Café,20.98,70.62
2017,Enero,Antioquia,Rusia   ,Café,38.52,132.47
2017,Enero,Caldas,Rusia   ,Café,92.35,393.44
2017,Enero,Quindío,Rusia   ,Café,39.05,150.12
2017,Enero,Caldas,Singapur,Café,19.90,76.09
2017,Enero,Antioquia,Otros,Café,53.40,460.22
2017,Enero,Caldas,Suecia,Café,87.62,390.47
2017,Enero,Cauca,Suecia,Café,83.91,282.37
2017,Enero,Huila,Suecia,Café,62.98,237.78
2017,Enero,Quindío,Suecia,Café,104.78,411.16
2017,Enero,Risaralda,Suecia,Café,188.85,683.08
2017,Enero,Antioquia,Ecuador,Café,22.12,239.14
2017,Enero,Bogotá,Ecuador,Café,5.04,61.86
2017,Enero,Santander,Alemania,Café,123.13,457.55
2017,Enero,Bogotá,Argentina,Café,58.40,239.96
2017,Enero,Quindío,Argentina,Café,19.80,76.23
2017,Enero,Risaralda,Argentina,Café,20.00,77.00
2017,Enero,Antioquia,Australia,Café,25.89,141.61
2017,Enero,Cundinamarca,Bélgica,Café,115.16,543.00
2017,Enero,Huila,Bélgica,Café,143.06,491.48
2017,Enero,Santander,Bélgica,Café,19.93,77.57
2017,Enero,Bogotá,Canadá,Café,240.56,931.74
2017,Enero,Cundinamarca,Canadá,Café,152.68,522.60
2017,Enero,Antioquia,Costa Rica,Café,23.29,131.21
2017,Enero,Tolima,China,Café,6.36,119.57
2017,Enero,Antioquia,Taiwán- Provincia de China,Café,3.00,97.20
2017,Enero,Bogotá,Otros,Café,146.74,557.49
2017,Enero,Caldas,Otros,Café,106.13,375.36
2017,Enero,Antioquia,El Salvador,Café,2.34,21.99
2017,Enero,Antioquia,España,Café,0.30,2.39
2017,Enero,Bogotá,España,Café,0.50,1.29
2017,Enero,Huila,España,Café,497.82,2225.73
2017,Enero,Risaralda,España,Café,152.07,523.35
2017,Enero,Bogotá,Finlandia,Café,14.14,88.14
2017,Enero,Cauca,Finlandia,Café,272.83,1101.78
2017,Enero,Quindío,Francia,Café,14.00,48.11
2017,Enero,Santander,Francia,Café,109.94,454.87
2017,Enero,Tolima,Francia,Café,19.22,72.71
2017,Enero,Valle del Cauca,Grecia,Café,18.32,104.24
2017,Enero,Antioquia,Guatemala,Café,4.16,35.06
2017,Enero,Huila,Otros,Café,57.78,218.24
2017,Enero,Antioquia,Israel,Café,19.19,72.27
2017,Enero,Quindío,Israel,Café,57.70,204.04
2017,Enero,Antioquia,Italia,Café,197.72,680.43
2017,Enero,Cauca,Italia,Café,41.92,133.09
2017,Enero,Cundinamarca,Italia,Café,39.63,155.01
2017,Enero,Santander,Italia,Café,497.81,1853.30
2017,Enero,Tolima,Italia,Café,159.51,580.41
2017,Enero,Santander,Otros,Café,76.76,307.98
2017,Enero,Antioquia,México,Café,91.00,568.75
2017,Enero,Bogotá,México,Café,2.37,29.55
2017,Enero,Caldas,Noruega,Café,83.91,337.64
2017,Enero,Antioquia,Países Bajos,Café,13.59,463.96
2017,Enero,Antioquia,Panamá,Café,36.90,255.36
2017,Enero,Antioquia,Perú,Café,3.72,45.97
2017,Enero,Tolima,Polonia,Café,19.22,67.33
2017,Enero,Antioquia,Portugal,Café,18.99,71.09
2017,Enero,Risaralda,Portugal,Café,39.07,139.65
2017,Enero,Antioquia,Puerto Rico,Café,1.82,25.48
2017,Enero,Antioquia,Reino Unido,Café,71.23,414.20
2017,Enero,Cundinamarca,Reino Unido,Café,38.45,122.07
2017,Enero,Tolima,Reino Unido,Café,19.25,69.27
2017,Enero,Caldas,Rumania,Café,38.36,142.19
2017,Enero,Huila,Rumania,Café,115.62,450.43
2017,Enero,Risaralda,Rumania,Café,41.96,145.33
2017,Enero,Tolima,Rumania,Café,41.99,155.79
2017,Enero,Bogotá,Rusia   ,Café,96.21,350.75
2017,Enero,Magdalena,Rusia   ,Café,19.19,96.31
2017,Enero,Risaralda,Rusia   ,Café,19.13,65.51
2017,Enero,Antioquia,Suecia,Café,41.93,154.03
2017,Enero,Bogotá,Suecia,Café,42.00,165.87
2017,Enero,Santander,Suecia,Café,41.94,139.62
2017,Enero,Tolima,Suecia,Café,20.92,79.78
2017,Enero,Bogotá,Uruguay,Café,1.69,41.34
2016,Diciembre,Bogotá,Alemania,Café,211.21,715.29
2016,Diciembre,Bogotá,Otros,Café,229.35,875.53
2016,Diciembre,Bogotá,Bolivia,Café,0.51,5.26
2016,Diciembre,Bogotá,Canadá,Café,597.21,2148.77
2016,Diciembre,Valle del Cauca,Canadá,Café,402.76,1503.03
2016,Diciembre,Bogotá,Chile,Café,29.85,685.47
2016,Diciembre,Tolima,Taiwán- Provincia de China,Café,0.20,0.85
2016,Diciembre,Antioquia,Estados Unidos,Café,5190.68,21647.99
2016,Diciembre,Bogotá,Estados Unidos,Café,2780.74,10484.55
2016,Diciembre,Caldas,Estados Unidos,Café,6548.26,26756.63
2016,Diciembre,Tolima,Estados Unidos,Café,2912.99,13110.41
2016,Diciembre,Bogotá,Hong Kong,Café,0.15,1.64
2016,Diciembre,Quindío,Italia,Café,138.96,539.53
2016,Diciembre,Bogotá,Panamá,Café,0.46,11.88
2016,Diciembre,Bogotá,Rumania,Café,0.30,4.23
2016,Diciembre,Bogotá,Rusia   ,Café,19.33,74.27
2016,Diciembre,Bogotá,Uruguay,Café,0.42,4.47
2016,Diciembre,Caldas,Ecuador,Café,55.33,1054.60
2016,Diciembre,Quindío,Taiwán- Provincia de China,Café,18.05,78.51
2016,Diciembre,Antioquia,Alemania,Café,2321.47,8188.57
2016,Diciembre,Magdalena,Alemania,Café,38.20,196.42
2016,Diciembre,Santander,Alemania,Café,504.13,1956.53
2016,Diciembre,Valle del Cauca,Alemania,Café,409.27,1438.73
2016,Diciembre,Antioquia,Australia,Café,105.43,466.53
2016,Diciembre,Magdalena,Australia,Café,38.49,160.08
2016,Diciembre,Antioquia,Bélgica,Café,432.56,1593.49
2016,Diciembre,Caldas,Bélgica,Café,2889.10,12988.17
2016,Diciembre,Magdalena,Bélgica,Café,194.25,889.03
2016,Diciembre,Risaralda,Bélgica,Café,398.77,1501.56
2016,Diciembre,Tolima,Bélgica,Café,199.62,713.35
2016,Diciembre,Antioquia,Canadá,Café,1408.99,5217.23
2016,Diciembre,Huila,Canadá,Café,1977.65,7372.88
2016,Diciembre,Magdalena,Canadá,Café,307.94,1288.00
2016,Diciembre,Santander,Canadá,Café,346.57,1388.71
2016,Diciembre,Cauca,Estados Unidos,Café,1732.29,6539.85
2016,Diciembre,Cesar,Estados Unidos,Café,19.31,108.28
2016,Diciembre,Huila,Estados Unidos,Café,8924.35,33434.05
2016,Diciembre,Magdalena,Estados Unidos,Café,298.09,1363.77
2016,Diciembre,Norte de Santander,Estados Unidos,Café,113.74,418.93
2016,Diciembre,Risaralda,Estados Unidos,Café,4881.84,17794.87
2016,Diciembre,Santander,Estados Unidos,Café,3576.13,12591.71
2016,Diciembre,Valle del Cauca,Estados Unidos,Café,2334.08,8583.50
2016,Diciembre,Magdalena,Finlandia,Café,39.97,217.72
2016,Diciembre,Santander,Finlandia,Café,231.12,759.46
2016,Diciembre,Magdalena,Japón,Café,113.71,538.69
2016,Diciembre,Antioquia,Otros,Café,385.56,1571.78
2016,Diciembre,Valle del Cauca,Otros,Café,231.00,762.29
2016,Diciembre,Magdalena,México,Café,38.58,230.49
2016,Diciembre,Santander,México,Café,19.25,78.50
2016,Diciembre,Magdalena,Nueva Zelandia,Café,19.33,111.66
2016,Diciembre,Caldas,Países Bajos,Café,220.99,826.85
2016,Diciembre,Antioquia,Reino Unido,Café,1763.58,6639.89
2016,Diciembre,Magdalena,Reino Unido,Café,1.25,7.70
2016,Diciembre,Santander,República Dominicana,Café,199.94,436.38
2016,Diciembre,Magdalena,Suecia,Café,21.05,113.56
2016,Diciembre,Caldas,Alemania,Café,2414.39,11748.20
2016,Diciembre,Cauca,Alemania,Café,582.01,2258.26
2016,Diciembre,Huila,Alemania,Café,978.55,3546.43
2016,Diciembre,Nariño,Alemania,Café,252.04,884.88
2016,Diciembre,Quindío,Alemania,Café,1669.56,6244.32
2016,Diciembre,Risaralda,Alemania,Café,1343.18,4782.74
2016,Diciembre,Tolima,Alemania,Café,493.81,1900.55
2016,Diciembre,Huila,Arabia Saudita,Café,38.44,146.45
2016,Diciembre,Caldas,Australia,Café,29.19,285.08
2016,Diciembre,Cauca,Australia,Café,154.67,632.35
2016,Diciembre,Huila,Australia,Café,197.40,795.15
2016,Diciembre,Quindío,Australia,Café,308.84,1462.26
2016,Diciembre,Risaralda,Australia,Café,96.13,384.80
2016,Diciembre,Tolima,Australia,Café,38.53,146.87
2016,Diciembre,Valle del Cauca,Australia,Café,39.20,138.55
2016,Diciembre,Cauca,Bélgica,Café,38.51,114.59
2016,Diciembre,Huila,Bélgica,Café,1088.42,4027.63
2016,Diciembre,Nariño,Bélgica,Café,192.43,892.90
2016,Diciembre,Quindío,Bélgica,Café,661.43,2280.34
2016,Diciembre,Valle del Cauca,Bélgica,Café,208.84,784.58
2016,Diciembre,Valle del Cauca,Bolivia,Café,1.66,22.75
2016,Diciembre,Caldas,Canadá,Café,681.74,2700.37
2016,Diciembre,Cauca,Canadá,Café,153.95,479.80
2016,Diciembre,Cundinamarca,Canadá,Café,38.53,148.67
2016,Diciembre,Quindío,Canadá,Café,596.28,2232.98
2016,Diciembre,Risaralda,Canadá,Café,846.26,2952.29
2016,Diciembre,Tolima,Canadá,Café,210.09,764.00
2016,Diciembre,Antioquia,Corea,Café,912.80,3326.92
2016,Diciembre,Bogotá,Corea,Café,194.61,743.36
2016,Diciembre,Caldas,Corea,Café,500.38,1756.40
2016,Diciembre,Cauca,Corea,Café,225.74,799.22
2016,Diciembre,Cundinamarca,Corea,Café,19.27,72.84
2016,Diciembre,Huila,Corea,Café,884.93,3239.13
2016,Diciembre,Quindío,Corea,Café,484.39,1957.15
2016,Diciembre,Risaralda,Corea,Café,879.88,3275.51
2016,Diciembre,Santander,Corea,Café,19.25,77.64
2016,Diciembre,Tolima,Corea,Café,17.53,70.82
2016,Diciembre,Valle del Cauca,Corea,Café,302.97,1055.17
2016,Diciembre,Antioquia,Chile,Café,333.38,659.94
2016,Diciembre,Caldas,Chile,Café,43.24,428.32
2016,Diciembre,Valle del Cauca,Chile,Café,53.60,427.91
2016,Diciembre,Antioquia,China,Café,62.73,270.85
2016,Diciembre,Caldas,China,Café,45.42,178.45
2016,Diciembre,Huila,China,Café,57.85,178.31
2016,Diciembre,Quindío,China,Café,17.52,57.74
2016,Diciembre,Antioquia,Taiwán- Provincia de China,Café,387.59,1484.67
2016,Diciembre,Caldas,Taiwán- Provincia de China,Café,29.39,218.48
2016,Diciembre,Huila,Taiwán- Provincia de China,Café,38.51,124.59
2016,Diciembre,Risaralda,Taiwán- Provincia de China,Café,17.48,65.68
2016,Diciembre,Tolima,Ecuador,Café,6.61,42.11
2016,Diciembre,Bogotá,El Salvador,Café,2.27,34.34
2016,Diciembre,Antioquia,España,Café,78.80,280.81
2016,Diciembre,Caldas,España,Café,325.84,1172.82
2016,Diciembre,Cauca,España,Café,100.94,384.66
2016,Diciembre,Huila,España,Café,1215.71,5196.51
2016,Diciembre,Quindío,España,Café,65.09,243.47
2016,Diciembre,Risaralda,España,Café,246.74,915.46
2016,Diciembre,Valle del Cauca,España,Café,238.76,841.25
2016,Diciembre,Cundinamarca,Estados Unidos,Café,249.97,886.14
2016,Diciembre,Nariño,Estados Unidos,Café,650.11,2460.58
2016,Diciembre,Quindío,Estados Unidos,Café,5517.32,21847.64
2016,Diciembre,Guaviare,Estados Unidos,Café,19.23,74.60
2016,Diciembre,Caldas,Otros,Café,34.65,114.71
2016,Diciembre,Tolima,Otros,Café,38.40,132.19
2016,Diciembre,Bogotá,Finlandia,Café,723.68,2693.20
2016,Diciembre,Caldas,Finlandia,Café,621.51,2433.41
2016,Diciembre,Cundinamarca,Finlandia,Café,62.92,235.40
2016,Diciembre,Huila,Finlandia,Café,363.39,1420.65
2016,Diciembre,Tolima,Finlandia,Café,125.91,441.91
2016,Diciembre,Valle del Cauca,Finlandia,Café,398.67,1341.54
2016,Diciembre,Bogotá,Francia,Café,487.82,1680.78
2016,Diciembre,Caldas,Francia,Café,19.96,58.14
2016,Diciembre,Cauca,Francia,Café,19.27,113.91
2016,Diciembre,Quindío,Francia,Café,96.14,350.20
2016,Diciembre,Risaralda,Francia,Café,237.29,607.02
2016,Diciembre,Valle del Cauca,Francia,Café,65.48,237.45
2016,Diciembre,Caldas,Grecia,Café,19.23,71.02
2016,Diciembre,Quindío,Grecia,Café,77.05,293.10
2016,Diciembre,Risaralda,Grecia,Café,39.83,139.27
2016,Diciembre,Caldas,India,Café,6.70,73.83
2016,Diciembre,Quindío,Otros,Café,136.91,505.97
2016,Diciembre,Caldas,Israel,Café,19.24,68.92
2016,Diciembre,Huila,Israel,Café,232.45,840.43
2016,Diciembre,Quindío,Israel,Café,193.38,697.34
2016,Diciembre,Risaralda,Israel,Café,188.60,724.58
2016,Diciembre,Caldas,Italia,Café,760.16,2985.65
2016,Diciembre,Cauca,Italia,Café,19.29,73.84
2016,Diciembre,Huila,Italia,Café,279.58,1014.72
2016,Diciembre,Risaralda,Italia,Café,107.67,413.11
2016,Diciembre,Valle del Cauca,Italia,Café,19.27,64.52
2016,Diciembre,Antioquia,Japón,Café,3438.01,12794.89
2016,Diciembre,Bogotá,Japón,Café,439.51,1810.78
2016,Diciembre,Caldas,Japón,Café,2804.64,12000.98
2016,Diciembre,Cauca,Japón,Café,628.53,2730.80
2016,Diciembre,Cundinamarca,Japón,Café,39.78,143.31
2016,Diciembre,Huila,Japón,Café,2110.20,8752.37
2016,Diciembre,Quindío,Japón,Café,1214.25,4490.63
2016,Diciembre,Risaralda,Japón,Café,1715.44,6392.62
2016,Diciembre,Santander,Japón,Café,115.48,468.49
2016,Diciembre,Tolima,Japón,Café,510.83,1757.15
2016,Diciembre,Valle del Cauca,Japón,Café,437.61,1583.96
2016,Diciembre,Cauca,Otros,Café,77.70,278.86
2016,Diciembre,Huila,Otros,Café,19.95,76.02
2016,Diciembre,Caldas,México,Café,144.91,1505.09
2016,Diciembre,Huila,México,Café,39.86,135.93
2016,Diciembre,Risaralda,México,Café,38.48,116.29
2016,Diciembre,Valle del Cauca,México,Café,36.76,154.73
2016,Diciembre,Bogotá,Noruega,Café,60.00,234.12
2016,Diciembre,Caldas,Noruega,Café,466.52,1699.18
2016,Diciembre,Cauca,Noruega,Café,104.88,354.21
2016,Diciembre,Huila,Noruega,Café,791.98,2939.47
2016,Diciembre,Nariño,Noruega,Café,59.75,238.96
2016,Diciembre,Quindío,Noruega,Café,142.74,515.09
2016,Diciembre,Tolima,Noruega,Café,135.12,475.65
2016,Diciembre,Valle del Cauca,Noruega,Café,99.70,379.27
2016,Diciembre,Antioquia,Nueva Zelandia,Café,19.84,70.86
2016,Diciembre,Caldas,Nueva Zelandia,Café,2.23,37.39
2016,Diciembre,Cauca,Nueva Zelandia,Café,35.74,171.74
2016,Diciembre,Huila,Nueva Zelandia,Café,57.57,224.13
2016,Diciembre,Quindío,Nueva Zelandia,Café,38.52,158.02
2016,Diciembre,Risaralda,Nueva Zelandia,Café,19.23,66.29
2016,Diciembre,Tolima,Nueva Zelandia,Café,6.00,30.99
2016,Diciembre,Cauca,Países Bajos,Café,21.02,79.72
2016,Diciembre,Huila,Países Bajos,Café,937.50,3440.56
2016,Diciembre,Nariño,Países Bajos,Café,96.28,373.37
2016,Diciembre,Quindío,Países Bajos,Café,99.73,392.84
2016,Diciembre,Valle del Cauca,Países Bajos,Café,20.84,71.41
2016,Diciembre,Caldas,Panamá,Café,2.57,33.30
2016,Diciembre,Antioquia,Perú,Café,8.99,93.50
2016,Diciembre,Caldas,Perú,Café,4.96,70.07
2016,Diciembre,Valle del Cauca,Perú,Café,49.88,355.21
2016,Diciembre,Antioquia,Polonia,Café,19.17,68.64
2016,Diciembre,Caldas,Polonia,Café,177.89,1260.12
2016,Diciembre,Risaralda,Portugal,Café,59.09,207.98
2016,Diciembre,Caldas,Reino Unido,Café,1164.01,4607.43
2016,Diciembre,Cauca,Reino Unido,Café,302.66,1144.98
2016,Diciembre,Cundinamarca,Reino Unido,Café,19.22,77.54
2016,Diciembre,Huila,Reino Unido,Café,1238.88,4575.58
2016,Diciembre,Nariño,Reino Unido,Café,130.26,470.01
2016,Diciembre,Quindío,Reino Unido,Café,381.03,1542.21
2016,Diciembre,Risaralda,Reino Unido,Café,96.13,376.61
2016,Diciembre,Tolima,Reino Unido,Café,63.31,230.63
2016,Diciembre,Valle del Cauca,Reino Unido,Café,149.21,579.51
2016,Diciembre,Caldas,Rusia   ,Café,179.49,1340.74
2016,Diciembre,Quindío,Rusia   ,Café,135.57,524.44
2016,Diciembre,Risaralda,Rusia   ,Café,116.07,435.81
2016,Diciembre,Tolima,Rusia   ,Café,77.01,215.62
2016,Diciembre,Antioquia,Singapur,Café,19.19,66.10
2016,Diciembre,Risaralda,Singapur,Café,19.20,77.78
2016,Diciembre,Antioquia,Suecia,Café,199.22,694.12
2016,Diciembre,Caldas,Suecia,Café,249.73,965.49
2016,Diciembre,Cauca,Suecia,Café,117.74,442.46
2016,Diciembre,Huila,Suecia,Café,398.22,1435.83
2016,Diciembre,Quindío,Suecia,Café,209.87,721.36
2016,Diciembre,Valle del Cauca,Suecia,Café,89.98,327.32
2016,Diciembre,Antioquia,Ucrania,Café,19.18,67.21
2016,Diciembre,Antioquia,Ecuador,Café,59.78,570.87
2016,Diciembre,Bogotá,Ecuador,Café,10.26,254.19
2016,Diciembre,Antioquia,Venezuela,Café,1.77,76.69
2016,Diciembre,Antioquia,Argentina,Café,20.05,103.72
2016,Diciembre,Santander,Argentina,Café,19.94,74.75
2016,Diciembre,Antioquia,Barbados,Café,0.89,14.98
2016,Diciembre,Bogotá,Bélgica,Café,19.24,90.72
2016,Diciembre,Santander,Bélgica,Café,19.96,96.80
2016,Diciembre,Antioquia,Bolivia,Café,8.51,87.99
2016,Diciembre,Antioquia,Brasil,Café,2.84,22.53
2016,Diciembre,Antioquia,Costa Rica,Café,2.04,0.01
2016,Diciembre,Antioquia,Curazao,Café,6.58,92.78
2016,Diciembre,Valle del Cauca,Curazao,Café,5.13,49.48
2016,Diciembre,Tolima,China,Café,6.36,112.87
2016,Diciembre,Antioquia,El Salvador,Café,1.65,16.48
2016,Diciembre,Bogotá,España,Café,39.19,166.06
2016,Diciembre,Santander,España,Café,27.95,101.36
2016,Diciembre,Tolima,España,Café,19.25,63.22
2016,Diciembre,Risaralda,Otros,Café,19.22,75.49
2016,Diciembre,Antioquia,Finlandia,Café,39.67,153.95
2016,Diciembre,Cauca,Finlandia,Café,293.00,1122.63
2016,Diciembre,Antioquia,Francia,Café,151.60,568.18
2016,Diciembre,Huila,Francia,Café,57.68,209.14
2016,Diciembre,Santander,Francia,Café,225.78,775.02
2016,Diciembre,Tolima,Francia,Café,181.88,665.91
2016,Diciembre,Huila,Grecia,Café,38.33,154.78
2016,Diciembre,Tolima,Grecia,Café,19.26,64.82
2016,Diciembre,Antioquia,Guatemala,Café,8.57,72.05
2016,Diciembre,Antioquia,Israel,Café,144.69,562.60
2016,Diciembre,Bogotá,Israel,Café,97.24,350.28
2016,Diciembre,Santander,Israel,Café,19.24,72.32
2016,Diciembre,Antioquia,Italia,Café,941.04,3492.16
2016,Diciembre,Bogotá,Italia,Café,178.18,630.05
2016,Diciembre,Nariño,Italia,Café,19.18,63.86
2016,Diciembre,Santander,Italia,Café,298.93,1023.64
2016,Diciembre,Tolima,Italia,Café,40.07,160.95
2016,Diciembre,Antioquia,México,Café,75.30,478.84
2016,Diciembre,Bogotá,México,Café,32.47,456.64
2016,Diciembre,Antioquia,Noruega,Café,20.94,77.11
2016,Diciembre,Antioquia,Países Bajos,Café,194.65,681.92
2016,Diciembre,Risaralda,Países Bajos,Café,41.53,170.38
2016,Diciembre,Santander,Países Bajos,Café,19.94,68.02
2016,Diciembre,Antioquia,Panamá,Café,10.44,51.69
2016,Diciembre,Antioquia,Paraguay,Café,8.66,125.46
2016,Diciembre,Huila,Polonia,Café,20.72,74.03
2016,Diciembre,Caldas,Portugal,Café,39.27,139.41
2016,Diciembre,Quindío,Portugal,Café,39.98,159.36
2016,Diciembre,Antioquia,Puerto Rico,Café,1.37,8.41
2016,Diciembre,Bogotá,Reino Unido,Café,407.25,1566.70
2016,Diciembre,Santander,Reino Unido,Café,19.97,75.61
2016,Diciembre,Valle del Cauca,República Dominicana,Café,2.23,21.48
2016,Diciembre,Caldas,Rumania,Café,153.82,611.02
2016,Diciembre,Risaralda,Rumania,Café,38.38,155.36
2016,Diciembre,Antioquia,Rusia   ,Café,60.77,207.94
2016,Diciembre,Santander,Otros,Café,19.22,65.67
2016,Diciembre,Bogotá,Suecia,Café,125.59,478.85
2016,Diciembre,Santander,Suecia,Café,41.92,156.66
2016,Diciembre,Tolima,Suecia,Café,42.09,159.15
2016,Diciembre,Antioquia,Trinidad y Tobago,Café,6.66,80.76
2016,Diciembre,Valle del Cauca,Venezuela,Café,34.16,262.05
2016,Diciembre,Norte de Santander,Venezuela,Café,3.50,14.00
2016,Noviembre,Bogotá,Aruba,Café,5.22,72.37
2016,Noviembre,Bogotá,Chile,Café,15.96,281.38
2016,Noviembre,Quindío,Chile,Café,0.17,1.76
2016,Noviembre,Valle del Cauca,Chile,Café,0.10,1.00
2016,Noviembre,Bogotá,China,Café,1.29,28.53
2016,Noviembre,Caldas,Taiwán- Provincia de China,Café,2.74,49.82
2016,Noviembre,Quindío,El Salvador,Café,2.49,28.71
2016,Noviembre,Quindío,Emiratos Árabes,Café,0.33,4.03
2016,Noviembre,Bogotá,España,Café,43.63,156.63
2016,Noviembre,Antioquia,Estados Unidos,Café,6466.57,24407.66
2016,Noviembre,Bogotá,Estados Unidos,Café,1094.90,4040.22
2016,Noviembre,Caldas,Estados Unidos,Café,3037.67,11088.50
2016,Noviembre,Quindío,Estados Unidos,Café,2459.10,8634.37
2016,Noviembre,Bogotá,Francia,Café,160.29,493.83
2016,Noviembre,Bogotá,Italia,Café,500.57,1679.10
2016,Noviembre,Bogotá,Japón,Café,66.44,241.53
2016,Noviembre,Tolima,Japón,Café,487.03,1686.59
2016,Noviembre,Bogotá,Países Bajos,Café,0.25,0.74
2016,Noviembre,Bogotá,Panamá,Café,6.69,78.10
2016,Noviembre,Quindío,Perú,Café,1.93,23.69
2016,Noviembre,Bogotá,Otros,Café,0.70,5.03
2016,Noviembre,Bogotá,Suiza,Café,0.39,7.63
2016,Noviembre,Bogotá,Trinidad y Tobago,Café,0.30,2.47
2016,Noviembre,Caldas,Ecuador,Café,21.35,388.77
2016,Noviembre,Antioquia,Alemania,Café,1372.04,4447.36
2016,Noviembre,Huila,Alemania,Café,386.35,1333.18
2016,Noviembre,Magdalena,Alemania,Café,19.25,102.10
2016,Noviembre,Quindío,Alemania,Café,798.59,2668.15
2016,Noviembre,Risaralda,Alemania,Café,938.98,3150.24
2016,Noviembre,Santander,Alemania,Café,272.21,1005.01
2016,Noviembre,Antioquia,Bélgica,Café,395.61,1191.62
2016,Noviembre,Caldas,Bélgica,Café,1208.10,5265.56
2016,Noviembre,Magdalena,Bélgica,Café,39.24,208.92
2016,Noviembre,Antioquia,Canadá,Café,2216.13,7774.15
2016,Noviembre,Caldas,Canadá,Café,478.75,1657.01
2016,Noviembre,Huila,Canadá,Café,482.85,1699.56
2016,Noviembre,Magdalena,Canadá,Café,38.51,193.82
2016,Noviembre,Santander,Canadá,Café,115.37,405.24
2016,Noviembre,Magdalena,Corea,Café,10.51,53.74
2016,Noviembre,Caldas,Otros,Café,171.12,669.46
2016,Noviembre,Huila,Estados Unidos,Café,3554.86,12959.51
2016,Noviembre,Magdalena,Estados Unidos,Café,236.50,1283.40
2016,Noviembre,Santander,Estados Unidos,Café,604.15,2120.21
2016,Noviembre,Valle del Cauca,Estados Unidos,Café,1222.32,4560.52
2016,Noviembre,Santander,Finlandia,Café,189.25,611.79
2016,Noviembre,Antioquia,Otros,Café,336.12,1333.84
2016,Noviembre,Huila,Otros,Café,521.80,1830.69
2016,Noviembre,Valle del Cauca,Otros,Café,138.33,454.30
2016,Noviembre,Huila,Países Bajos,Café,59.46,216.77
2016,Noviembre,Santander,Países Bajos,Café,76.99,293.63
2016,Noviembre,Antioquia,Reino Unido,Café,69.15,410.56
2016,Noviembre,Magdalena,Reino Unido,Café,47.61,248.11
2016,Noviembre,Caldas,Alemania,Café,1362.78,4977.88
2016,Noviembre,Cauca,Alemania,Café,92.30,323.20
2016,Noviembre,Nariño,Alemania,Café,108.19,388.12
2016,Noviembre,Tolima,Alemania,Café,157.32,558.19
2016,Noviembre,Valle del Cauca,Alemania,Café,82.83,274.50
2016,Noviembre,Cauca,Argentina,Café,15.13,58.48
2016,Noviembre,Huila,Australia,Café,39.14,150.98
2016,Noviembre,Nariño,Australia,Café,19.17,76.33
2016,Noviembre,Quindío,Australia,Café,167.27,748.47
2016,Noviembre,Risaralda,Australia,Café,79.97,284.52
2016,Noviembre,Tolima,Australia,Café,34.39,144.38
2016,Noviembre,Tolima,Corea,Café,95.58,424.68
